timestamps,open,high,low,close,volume,amount
2025-12-01 02:50:00,94714.62,94742.07,94422.88,94492.06,4.0386,382063.1858
2025-12-01 02:55:00,94492.06,94667.78,94355.35,94556.54,2.7308,258126.231
2025-12-01 03:00:00,94556.54,94696.85,94451.27,94630.26,4.1506,392616.5986
2025-12-01 03:05:00,94630.26,94803.77,94608.93,94778.43,2.9331,277773.5572
2025-12-01 03:10:00,94778.43,94798.25,94560.13,94585.08,3.3929,321249.451
2025-12-01 03:15:00,94585.08,95155.06,94483.67,95114.5,3.3207,314966.943
2025-12-01 03:20:00,95114.5,95181.88,94737.49,94836.38,3.5259,334869.441
2025-12-01 03:25:00,94836.38,95145.81,94766.22,95110.47,4.871,462614.7354
2025-12-01 03:30:00,95110.47,95174.99,94964.37,95040.46,3.5198,334643.0879
2025-12-01 03:35:00,95040.46,95069.64,94994.81,95018.47,3.534,335832.1367
2025-12-01 03:40:00,95018.47,95146.48,94995.84,95022.18,5.9002,560640.0142
2025-12-01 03:45:00,95022.18,95273.98,94930.6,95200.54,3.1031,295139.1508
2025-12-01 03:50:00,95200.54,95261.71,95096.19,95136.71,2.591,246585.3467
2025-12-01 03:55:00,95136.71,95266.42,94856.9,94895.03,3.5705,339254.0296
2025-12-01 04:00:00,94895.03,95062.44,94880.24,94955.98,2.9816,283034.3223
2025-12-01 04:05:00,94955.98,94969.12,94699.24,94704.2,3.9287,372560.1903
2025-12-01 04:10:00,94704.2,94853.7,94611.88,94805.85,3.8173,361703.856
2025-12-01 04:15:00,94805.85,94885.87,94370.25,94414.02,3.1422,297286.3993
2025-12-01 04:20:00,94414.02,94887.78,94365.51,94559.9,3.9195,370337.5719
2025-12-01 04:25:00,94559.9,94886.12,94533.07,94830.53,3.4487,326576.478
2025-12-01 04:30:00,94830.53,94850.74,94569.34,94610.67,2.6023,246495.4567
2025-12-01 04:35:00,94610.67,95427.74,94552.23,95267.64,4.5159,428735.2395
2025-12-01 04:40:00,95267.64,95361.01,95127.26,95132.76,3.8472,366252.4065
2025-12-01 04:45:00,95132.76,95190.95,94866.22,94928.62,2.7706,263289.4843
2025-12-01 04:50:00,94928.62,94997.27,94745.45,94941.59,3.2924,312564.224
2025-12-01 04:55:00,94941.59,94957.53,94308.58,94364.78,3.5655,337489.8888
2025-12-01 05:00:00,94364.78,94374.53,94097.64,94140.43,3.5822,337631.1131
2025-12-01 05:05:00,94140.43,94168.77,93761.34,93801.44,3.3167,311669.7716
2025-12-01 05:10:00,93801.44,94332.61,93694.99,94298.24,3.6473,343030.5588
2025-12-01 05:15:00,94298.24,94986.77,94169.3,94898.59,3.1053,293755.7599
2025-12-01 05:20:00,94898.59,95319.94,94860.68,95259.27,3.4683,329761.551
2025-12-01 05:25:00,95259.27,95264.38,94717.27,94994.38,3.7805,359625.4939
2025-12-01 05:30:00,94994.38,95101.06,94782.94,94922.4,4.2877,407150.872
2025-12-01 05:35:00,94922.4,94933.57,94674.12,94797.09,4.2948,407406.2575
2025-12-01 05:40:00,94797.09,95128.76,94713.35,95127.88,3.0776,292259.3341
2025-12-01 05:45:00,95127.88,95236.11,95121.91,95184.69,2.9816,283721.9822
2025-12-01 05:50:00,95184.69,95273.85,95048.82,95217.11,4.0473,385303.6833
2025-12-01 05:55:00,95217.11,95994.77,95204.1,95826.41,3.2354,309050.7644
2025-12-01 06:00:00,95826.41,95960.94,95808.46,95907.19,3.1163,298745.0282
2025-12-01 06:05:00,95907.19,95980.52,95706.86,95737.62,3.3661,322551.337
2025-12-01 06:10:00,95737.62,96022.54,95667.58,95995.99,3.287,315117.6451
2025-12-01 06:15:00,95995.99,96044.39,95692.85,95757.25,3.263,312841.8582
2025-12-01 06:20:00,95757.25,95767.36,95641.14,95751.25,3.2395,310192.4708
2025-12-01 06:25:00,95751.25,95925.86,95732.49,95908.4,3.8735,371194.0599
2025-12-01 06:30:00,95908.4,96216.29,95795.72,96145.9,2.5263,242589.051
2025-12-01 06:35:00,96145.9,96369.5,96117.85,96342.6,2.6627,256267.5202
2025-12-01 06:40:00,96342.6,96422.25,96271.65,96370.63,5.1155,492910.7346
2025-12-01 06:45:00,96370.63,96475.94,95979.64,96079.78,3.4896,335785.4011
2025-12-01 06:50:00,96079.78,96314.11,96078.72,96259.68,3.6216,348285.2105
2025-12-01 06:55:00,96259.68,96340.25,96175.2,96281.57,2.6838,258373.1885
2025-12-01 07:00:00,96281.57,96309.42,96007.43,96043.13,3.2047,308167.2148
2025-12-01 07:05:00,96043.13,96064.19,95785.1,95806.22,3.1337,300597.1352
2025-12-01 07:10:00,95806.22,95826.23,95546.15,95670.84,4.2593,407781.9617
2025-12-01 07:15:00,95670.84,95689.21,95437.92,95464.63,4.3442,415164.9031
2025-12-01 07:20:00,95464.63,95724.04,95463.0,95710.26,3.7532,358755.15
2025-12-01 07:25:00,95710.26,95735.13,95677.15,95704.95,3.534,338234.3764
2025-12-01 07:30:00,95704.95,95986.29,95695.58,95854.06,3.0021,287543.4431
2025-12-01 07:35:00,95854.06,96087.2,95834.73,96052.52,2.5157,241393.574
2025-12-01 07:40:00,96052.52,96147.51,96050.4,96080.66,3.1225,299967.7257
2025-12-01 07:45:00,96080.66,96582.26,95894.47,96498.94,3.4592,333084.1947
2025-12-01 07:50:00,96498.94,96767.44,96308.76,96751.48,3.5104,339190.5207
2025-12-01 07:55:00,96751.48,96803.67,96323.27,96507.75,3.1572,305078.4107
2025-12-01 08:00:00,96507.75,96520.81,96258.34,96287.96,4.8452,467068.1812
2025-12-01 08:05:00,96287.96,96612.64,96210.1,96562.5,3.1149,300354.8516
2025-12-01 08:10:00,96562.5,96721.67,96077.95,96180.05,3.0865,297447.0068
2025-12-01 08:15:00,96180.05,96297.24,95675.88,95685.74,4.0473,388266.3584
2025-12-01 08:20:00,95685.74,95737.36,95227.6,95228.05,2.5587,244248.01
2025-12-01 08:25:00,95228.05,95281.43,95008.09,95099.47,2.678,254846.1062
2025-12-01 08:30:00,95099.47,95177.84,95038.56,95133.79,3.9058,371506.7852
2025-12-01 08:35:00,95133.79,95243.19,94667.63,94695.95,3.4356,326090.3088
2025-12-01 08:40:00,94695.95,95146.52,94595.45,95136.62,2.5844,245301.4649
2025-12-01 08:45:00,95136.62,95876.0,95115.3,95724.77,3.7145,354473.8509
2025-12-01 08:50:00,95724.77,96028.25,95641.64,95910.11,3.3576,321713.2232
2025-12-01 08:55:00,95910.11,96366.94,95807.97,96214.65,5.049,485022.8183
2025-12-01 09:00:00,96214.65,96276.78,96006.9,96136.89,2.5926,249347.0747
2025-12-01 09:05:00,96136.89,96726.59,95989.51,96606.6,2.5694,247620.8916
2025-12-01 09:10:00,96606.6,96720.75,96426.84,96717.91,2.6114,252423.8104
2025-12-01 09:15:00,96717.91,96776.2,96307.62,96339.41,3.6748,354728.3162
2025-12-01 09:20:00,96339.41,96431.25,96185.47,96190.89,3.6939,355596.531
2025-12-01 09:25:00,96190.89,96234.53,95860.67,95906.44,3.4911,335314.6401
2025-12-01 09:30:00,95906.44,95995.8,95827.87,95875.65,3.9973,383309.8067
2025-12-01 09:35:00,95875.65,96443.81,95815.27,96440.75,2.7675,266115.4017
2025-12-01 09:40:00,96440.75,96459.93,96354.96,96408.25,3.4469,332364.1403
2025-12-01 09:45:00,96408.25,96458.22,96230.99,96254.82,5.3774,518013.348
2025-12-01 09:50:00,96254.82,96373.23,95675.43,95817.29,2.8113,269985.6816
2025-12-01 09:55:00,95817.29,96009.91,95551.78,95983.02,3.8995,373959.6389
2025-12-01 10:00:00,95983.02,96065.56,95807.47,95946.19,2.7543,264318.1392
2025-12-01 10:05:00,95946.19,96069.0,95672.77,95728.48,3.8519,369159.1736
2025-12-01 10:10:00,95728.48,96289.34,95727.79,96213.0,4.3499,417466.0165
2025-12-01 10:15:00,96213.0,96309.93,96081.11,96235.33,3.1736,305380.6292
2025-12-01 10:20:00,96235.33,96251.82,95860.27,95935.87,4.2285,406297.9395
2025-12-01 10:25:00,95935.87,96367.76,95815.12,96202.43,3.2037,307777.8572
2025-12-01 10:30:00,96202.43,96244.61,95963.46,96014.65,3.58,344067.4792
2025-12-01 10:35:00,96014.65,96100.45,95991.28,96028.63,2.5628,246084.0378
2025-12-01 10:40:00,96028.63,96107.07,95909.98,95959.79,3.4442,330627.0106
2025-12-01 10:45:00,95959.79,96188.55,95951.21,96104.0,3.4392,330276.1482
2025-12-01 10:50:00,96104.0,96150.99,95565.66,95622.69,3.2132,308032.7235
2025-12-01 10:55:00,95622.69,95778.02,95263.99,95403.73,2.5601,244523.9587
2025-12-01 11:00:00,95403.73,95555.78,95348.9,95478.07,4.5769,436823.4631
2025-12-01 11:05:00,95478.07,95582.13,95403.14,95459.14,2.5592,244327.8665
2025-12-01 11:10:00,95459.14,95492.18,95126.51,95212.74,3.2211,307088.0071
2025-12-01 11:15:00,95212.74,95548.49,95167.34,95451.44,4.302,410114.9126
2025-12-01 11:20:00,95451.44,95519.9,94694.47,94743.68,2.7538,261880.3008
2025-12-01 11:25:00,94743.68,94900.73,94736.29,94849.17,2.6946,255438.1124
2025-12-01 11:30:00,94849.17,95203.25,94820.35,95181.46,3.0148,286456.5554
2025-12-01 11:35:00,95181.46,95218.51,95008.48,95042.22,3.0262,287830.3635
2025-12-01 11:40:00,95042.22,95302.53,94967.71,95124.85,2.9075,276458.1766
2025-12-01 11:45:00,95124.85,95502.7,94950.36,95467.64,3.7601,358324.1617
2025-12-01 11:50:00,95467.64,95497.85,94930.27,94931.84,4.5955,437494.8571
2025-12-01 11:55:00,94931.84,95043.69,94860.98,95024.95,5.2639,499958.5971
2025-12-01 12:00:00,95024.95,95158.09,94898.5,95092.12,3.9297,373550.8124
2025-12-01 12:05:00,95092.12,95224.26,95037.96,95188.68,5.3384,507894.2844
2025-12-01 12:10:00,95188.68,95261.89,95149.33,95240.62,3.5623,339183.6681
2025-12-01 12:15:00,95240.62,95551.43,95234.48,95477.86,3.0971,295334.4141
2025-12-01 12:20:00,95477.86,95643.77,95388.71,95615.06,3.1375,299778.9786
2025-12-01 12:25:00,95615.06,95699.28,95499.44,95537.65,2.9716,284017.137
2025-12-01 12:30:00,95537.65,95834.08,95462.87,95754.61,4.1945,401192.2083
2025-12-01 12:35:00,95754.61,96035.32,95687.92,95873.37,4.0558,388604.1472
2025-12-01 12:40:00,95873.37,96002.46,95305.62,95361.78,2.5695,245687.5292
2025-12-01 12:45:00,95361.78,95538.55,95151.87,95441.87,2.6615,253914.4847
2025-12-01 12:50:00,95441.87,95535.56,95400.56,95473.2,2.7799,265358.1068
2025-12-01 12:55:00,95473.2,95513.71,95085.46,95246.79,4.1818,398774.0354
2025-12-01 13:00:00,95246.79,95746.06,95161.96,95702.03,2.6572,253697.8071
2025-12-01 13:05:00,95702.03,95812.29,95556.25,95718.02,4.4119,422266.6883
2025-12-01 13:10:00,95718.02,95754.8,95585.5,95672.65,4.5686,437190.9332
2025-12-01 13:15:00,95672.65,95915.25,95561.58,95908.92,4.1188,394547.7262
2025-12-01 13:20:00,95908.92,96052.98,95789.92,95812.3,4.3789,419766.7749
2025-12-01 13:25:00,95812.3,95835.82,95509.28,95741.67,2.5679,245942.7106
2025-12-01 13:30:00,95741.67,95801.66,95516.13,95675.34,3.9082,374048.5693
2025-12-01 13:35:00,95675.34,95770.62,95376.75,95598.16,2.574,246171.1929
2025-12-01 13:40:00,95598.16,95604.23,95581.12,95602.15,2.6805,256251.4882
2025-12-01 13:45:00,95602.15,95649.21,95434.81,95437.62,3.1793,303684.564
2025-12-01 13:50:00,95437.62,95446.77,95211.67,95233.53,4.38,417568.9843
2025-12-01 13:55:00,95233.53,95327.08,94370.19,94476.14,5.0917,482975.9482
2025-12-01 14:00:00,94476.14,94507.73,94259.46,94379.02,3.4723,327878.1327
2025-12-01 14:05:00,94379.02,94527.86,93985.36,94064.57,4.0894,385314.7347
2025-12-01 14:10:00,94064.57,94364.01,94020.17,94268.22,3.1117,293019.2894
2025-12-01 14:15:00,94268.22,94328.71,93902.28,93922.6,2.9685,279324.6727
2025-12-01 14:20:00,93922.6,94160.56,93892.09,94122.92,3.9492,371311.1401
2025-12-01 14:25:00,94122.92,94175.1,93767.59,93817.67,2.8869,271285.95
2025-12-01 14:30:00,93817.67,94015.2,93739.64,93909.46,2.7311,256353.3692
2025-12-01 14:35:00,93909.46,93998.12,93702.75,93762.19,4.2606,399794.717
2025-12-01 14:40:00,93762.19,93813.33,93216.79,93324.33,4.6935,439044.6171
2025-12-01 14:45:00,93324.33,93466.82,92723.83,92741.45,2.6209,243829.1002
2025-12-01 14:50:00,92741.45,92774.76,92586.7,92589.84,3.8791,359461.8307
2025-12-01 14:55:00,92589.84,92634.1,92559.54,92621.57,2.5712,238106.1185
2025-12-01 15:00:00,92621.57,92849.78,92509.18,92707.09,3.4291,317753.4142
2025-12-01 15:05:00,92707.09,92769.97,92705.56,92754.62,2.9345,272116.5735
2025-12-01 15:10:00,92754.62,92819.59,92588.1,92604.42,3.723,345042.6915
2025-12-01 15:15:00,92604.42,92859.91,92518.65,92717.84,3.0907,286392.0932
2025-12-01 15:20:00,92717.84,92871.12,92578.86,92789.05,3.768,349491.5135
2025-12-01 15:25:00,92789.05,92895.91,92224.72,92276.61,2.5326,234349.9341
2025-12-01 15:30:00,92276.61,92480.28,92261.1,92419.92,3.4442,318068.5467
2025-12-01 15:35:00,92419.92,92536.92,92173.72,92250.37,4.1896,386847.8492
2025-12-01 15:40:00,92250.37,92337.85,91901.7,91980.29,5.7905,533391.7646
2025-12-01 15:45:00,91980.29,92131.75,91909.24,92116.42,3.3754,310698.8639
2025-12-01 15:50:00,92116.42,92126.54,91745.47,91957.34,2.6201,241143.5247
2025-12-01 15:55:00,91957.34,92332.79,91954.45,92274.4,4.7135,434188.2294
2025-12-01 16:00:00,92274.4,92424.92,92042.17,92100.84,3.2031,295284.6331
2025-12-01 16:05:00,92100.84,92356.34,92049.3,92275.57,4.4628,411415.7637
2025-12-01 16:10:00,92275.57,92296.13,92068.11,92074.28,3.2758,301950.3278
2025-12-01 16:15:00,92074.28,92234.08,92042.78,92123.37,3.2632,300539.8502
2025-12-01 16:20:00,92123.37,92367.84,92054.23,92278.08,3.074,283422.7247
2025-12-01 16:25:00,92278.08,92416.02,92222.98,92258.65,2.7596,254624.6664
2025-12-01 16:30:00,92258.65,92439.92,92168.89,92333.82,3.8164,352243.1455
2025-12-01 16:35:00,92333.82,92390.45,92320.51,92322.86,2.5372,234255.0209
2025-12-01 16:40:00,92322.86,92625.74,92314.88,92582.74,3.0778,284555.3061
2025-12-01 16:45:00,92582.74,92608.5,92443.57,92462.06,3.0984,286674.706
2025-12-01 16:50:00,92462.06,92885.11,92446.51,92810.39,3.0497,282509.3341
2025-12-01 16:55:00,92810.39,93229.76,92724.2,93213.27,4.357,405247.9286
2025-12-01 17:00:00,93213.27,93362.64,93206.37,93287.95,3.8319,357322.3902
2025-12-01 17:05:00,93287.95,93406.28,92950.46,93143.18,2.9535,275316.658
2025-12-01 17:10:00,93143.18,93265.01,92886.45,93018.69,3.1536,293537.7109
2025-12-01 17:15:00,93018.69,93042.28,92789.02,92901.44,3.6483,339147.5871
2025-12-01 17:20:00,92901.44,92965.63,92618.69,92621.58,2.7928,259061.4049
2025-12-01 17:25:00,92621.58,93136.02,92539.52,93052.41,2.7675,256925.0802
2025-12-01 17:30:00,93052.41,93108.92,92944.59,93038.6,2.978,277090.6398
2025-12-01 17:35:00,93038.6,93126.31,93014.38,93085.06,5.5691,518272.9695
2025-12-01 17:40:00,93085.06,93129.54,92854.86,92906.97,3.1943,297061.4751
2025-12-01 17:45:00,92906.97,93006.39,92610.76,92729.31,3.2134,298264.8587
2025-12-01 17:50:00,92729.31,92768.66,92451.79,92497.76,3.2912,304806.4099
2025-12-01 17:55:00,92497.76,92680.33,92368.93,92554.07,4.7448,439021.3239
2025-12-01 18:00:00,92554.07,92586.37,92360.15,92383.92,2.9181,269831.097
2025-12-01 18:05:00,92383.92,92733.91,92369.21,92566.44,3.4979,323466.3055
2025-12-01 18:10:00,92566.44,92627.33,92180.66,92183.4,4.7432,438152.4806
2025-12-01 18:15:00,92183.4,92201.97,92038.9,92040.26,3.9855,367110.9266
2025-12-01 18:20:00,92040.26,92782.3,91999.71,92738.0,3.8052,351559.208
2025-12-01 18:25:00,92738.0,93082.16,92689.26,92927.71,2.9491,273774.7678
2025-12-01 18:30:00,92927.71,93185.26,92859.09,93092.37,3.1341,291502.074
2025-12-01 18:35:00,93092.37,93488.55,92976.57,93390.27,3.3109,308711.5134
2025-12-01 18:40:00,93390.27,93402.6,93242.09,93343.45,3.5212,328760.5474
2025-12-01 18:45:00,93343.45,93479.77,93341.03,93446.69,4.0981,382739.0469
2025-12-01 18:50:00,93446.69,93504.17,93332.32,93500.26,3.4328,320877.3304
2025-12-01 18:55:00,93500.26,93863.71,93474.36,93681.32,2.7739,259615.0428
2025-12-01 19:00:00,93681.32,93884.51,93673.29,93751.41,2.8488,266977.0141
2025-12-01 19:05:00,93751.41,93938.16,93713.74,93922.38,2.7426,257358.2398
2025-12-01 19:10:00,93922.38,94311.95,93911.14,94224.9,3.3752,317512.7371
2025-12-01 19:15:00,94224.9,94692.34,94177.5,94562.71,2.9715,280492.579
2025-12-01 19:20:00,94562.71,95012.45,94515.45,95006.83,4.8514,459843.2028
2025-12-01 19:25:00,95006.83,95194.84,94556.65,94594.11,3.1276,296494.892
2025-12-01 19:30:00,94594.11,94654.42,94283.61,94304.3,3.2051,302718.9953
2025-12-01 19:35:00,94304.3,94378.35,93887.12,93942.09,2.624,246976.4289
2025-12-01 19:40:00,93942.09,94553.49,93813.11,94462.52,3.3649,316979.9312
2025-12-01 19:45:00,94462.52,94483.21,94429.1,94449.6,2.9401,277707.3604
2025-12-01 19:50:00,94449.6,94572.33,94088.02,94094.98,3.8966,367343.2738
2025-12-01 19:55:00,94094.98,94230.45,94046.73,94191.73,3.0596,288044.3631
2025-12-01 20:00:00,94191.73,94486.24,94175.07,94373.34,3.3863,319264.6757
2025-12-01 20:05:00,94373.34,94495.66,94290.5,94347.94,4.7512,448323.9667
2025-12-01 20:10:00,94347.94,94469.43,94325.69,94336.57,3.3513,316170.5712
2025-12-01 20:15:00,94336.57,94630.03,94298.69,94574.48,4.8619,459235.77
2025-12-01 20:20:00,94574.48,94780.79,94311.52,94446.15,3.4505,326109.5778
2025-12-01 20:25:00,94446.15,94705.05,94363.96,94668.8,2.5596,242033.0193
2025-12-01 20:30:00,94668.8,94767.49,94539.68,94667.78,3.5967,340493.6995
2025-12-01 20:35:00,94667.78,94670.07,94587.28,94605.02,5.0522,478119.0386
2025-12-01 20:40:00,94605.02,94663.09,94449.65,94534.87,2.8514,269654.4107
2025-12-01 20:45:00,94534.87,95099.52,94486.27,95044.7,3.2157,304818.2092
2025-12-01 20:50:00,95044.7,95523.13,95039.6,95443.7,3.3087,315131.7281
2025-12-01 20:55:00,95443.7,95677.5,95366.81,95643.63,3.294,314717.4682
2025-12-01 21:00:00,95643.63,95990.99,95530.23,95944.78,2.747,263146.6258
2025-12-01 21:05:00,95944.78,96601.99,95794.88,96542.11,2.7474,264418.1246
2025-12-01 21:10:00,96542.11,96584.15,96325.66,96353.44,3.0302,292256.7619
2025-12-01 21:15:00,96353.44,96554.4,96351.33,96504.57,5.1778,499293.7648
2025-12-01 21:20:00,96504.57,97042.81,96501.27,97004.72,2.65,256403.5977
2025-12-01 21:25:00,97004.72,97272.72,96982.25,97183.26,4.5857,445246.8308
2025-12-01 21:30:00,97183.26,97356.33,97141.0,97299.65,4.4675,434424.6034
2025-12-01 21:35:00,97299.65,97427.89,96922.27,96941.85,3.8089,369920.608
2025-12-01 21:40:00,96941.85,97471.82,96847.74,97431.58,2.5481,247644.938
2025-12-01 21:45:00,97431.58,97509.07,97323.95,97381.13,4.4705,435454.1546
2025-12-01 21:50:00,97381.13,97933.98,97326.3,97812.49,2.9948,292278.4676
2025-12-01 21:55:00,97812.49,97980.44,97764.04,97957.45,3.3395,326889.7193
2025-12-01 22:00:00,97957.45,98060.84,97902.02,97949.94,2.9633,290263.0549
2025-12-01 22:05:00,97949.94,98428.4,97848.68,98176.71,4.6746,458410.9664
2025-12-01 22:10:00,98176.71,98275.64,97955.69,98069.96,3.951,387688.5756
2025-12-01 22:15:00,98069.96,98100.54,97928.22,97932.36,3.0963,303441.0846
2025-12-01 22:20:00,97932.36,98068.03,97844.55,97954.93,3.1172,305309.4999
2025-12-01 22:25:00,97954.93,97992.67,97365.81,97497.5,3.5628,348176.7245
2025-12-01 22:30:00,97497.5,97528.15,97367.33,97395.52,5.0959,496581.0917
2025-12-01 22:35:00,97395.52,97544.86,97305.21,97507.12,2.7985,272716.203
2025-12-01 22:40:00,97507.12,97524.35,97425.07,97431.34,2.5465,248208.1089
2025-12-01 22:45:00,97431.34,97648.59,97367.1,97644.03,2.6009,253685.3489
2025-12-01 22:50:00,97644.03,97842.7,97563.5,97667.06,2.9331,286434.5097
2025-12-01 22:55:00,97667.06,98214.82,97483.49,97959.48,2.6745,261600.3228
2025-12-01 23:00:00,97959.48,98377.14,97905.45,98285.15,3.8168,374510.2535
2025-12-01 23:05:00,98285.15,98454.46,98084.39,98101.23,2.7718,272171.0075
2025-12-01 23:10:00,98101.23,98401.17,98087.95,98357.29,2.9562,290385.4633
2025-12-01 23:15:00,98357.29,99071.61,98339.49,99066.47,3.8133,376419.7992
2025-12-01 23:20:00,99066.47,99501.22,99009.52,99395.03,3.9288,389853.4336
2025-12-01 23:25:00,99395.03,99985.15,99367.96,99882.1,3.4428,343040.1241
2025-12-01 23:30:00,99882.1,99911.65,99834.0,99862.88,3.0274,302354.0711
2025-12-01 23:35:00,99862.88,100387.29,99840.94,100346.33,3.7051,370898.4712
2025-12-01 23:40:00,100346.33,100815.67,100292.38,100704.41,3.3765,339420.4829
2025-12-01 23:45:00,100704.41,100829.09,100600.92,100614.51,2.657,267449.2184
2025-12-01 23:50:00,100614.51,100615.92,100463.05,100562.27,4.3001,432536.4714
2025-12-01 23:55:00,100562.27,101120.33,100472.54,101043.31,5.1917,523341.6366
2025-12-02 00:00:00,101043.31,101163.63,100700.58,100849.62,3.7623,379787.9975
2025-12-02 00:05:00,100849.62,101054.06,100552.5,100641.42,2.906,292770.4393
2025-12-02 00:10:00,100641.42,100848.93,99761.87,99886.79,4.5567,456878.312
2025-12-02 00:15:00,99886.79,100413.22,99762.35,100193.22,3.2049,320616.8457
2025-12-02 00:20:00,100193.22,100449.08,100124.78,100371.99,2.8515,285954.7607
2025-12-02 00:25:00,100371.99,100409.02,100303.88,100403.36,2.8508,286189.584
2025-12-02 00:30:00,100403.36,100412.25,99804.55,99893.43,3.8795,388524.3608
2025-12-02 00:35:00,99893.43,100072.55,99810.87,99947.34,4.4631,445957.2324
2025-12-02 00:40:00,99947.34,100031.96,99562.49,99650.61,2.7808,277520.1262
2025-12-02 00:45:00,99650.61,99902.03,99641.16,99815.04,4.1675,415639.7277
2025-12-02 00:50:00,99815.04,99843.77,99492.12,99634.97,3.0506,304220.4489
2025-12-02 00:55:00,99634.97,99684.51,99609.02,99629.1,4.2052,418970.1891
2025-12-02 01:00:00,99629.1,99705.04,99618.13,99666.53,3.1791,316792.606
2025-12-02 01:05:00,99666.53,99684.78,99603.56,99681.14,3.3286,331776.9199
2025-12-02 01:10:00,99681.14,99838.1,99150.57,99261.7,3.3661,334833.8651
2025-12-02 01:15:00,99261.7,99341.64,99021.47,99047.76,4.0597,402536.2361
2025-12-02 01:20:00,99047.76,99072.64,98773.33,98847.64,5.1814,512691.2314
2025-12-02 01:25:00,98847.64,98875.2,98439.29,98495.47,3.0172,297716.6365
2025-12-02 01:30:00,98495.47,98506.98,98436.84,98440.72,2.6838,264263.9898
2025-12-02 01:35:00,98440.72,98921.78,98391.33,98725.37,4.2123,415256.7985
2025-12-02 01:40:00,98725.37,98954.59,98627.84,98699.23,4.5489,449031.9824
2025-12-02 01:45:00,98699.23,99245.41,98648.68,99195.99,4.5355,448776.4541
2025-12-02 01:50:00,99195.99,99214.16,99031.29,99083.16,3.7684,373602.133
2025-12-02 01:55:00,99083.16,99192.31,98887.13,98890.17,3.4625,342738.0193
2025-12-02 02:00:00,98890.17,99098.1,98860.72,98959.52,3.5419,350383.0207
2025-12-02 02:05:00,98959.52,98992.84,98258.94,98367.63,4.0121,395843.3262
2025-12-02 02:10:00,98367.63,98898.49,98305.21,98861.21,2.5697,253410.5886
2025-12-02 02:15:00,98861.21,99033.57,98813.27,99026.8,3.6508,361228.9234
2025-12-02 02:20:00,99026.8,99203.17,99016.89,99077.11,3.6299,359547.1644
2025-12-02 02:25:00,99077.11,99187.33,98761.39,98858.49,3.2614,322775.8295
